periode_data;wilayah;tanggal;harga;komoditas
202403;KOTA ADM. JAKARTA PUSAT;31;7400;Kelapa Kupas
202403;KOTA ADM. JAKARTA PUSAT;31;8.803.225.806.451.610;Semangka
202403;KOTA ADM. JAKARTA PUSAT;31;22.719.354.838.709.600;Jeruk Medan
202403;KOTA ADM. JAKARTA PUSAT;31;5.398.387.096.774.190;Daging Kambing
202403;KOTA ADM. JAKARTA PUSAT;31;4.525.806.451.612.900;Daging Babi Berlemak
202403;KOTA ADM. JAKARTA PUSAT;31;3.088.709.677.419.350;Bandeng (sedang)
202403;KOTA ADM. JAKARTA PUSAT;31;21.012.929.032.258.000;Mas
202403;KOTA ADM. JAKARTA PUSAT;31;15.754.838.709.677.400;Lele
202403;KOTA ADM. JAKARTA PUSAT;31;9.454.838.709.677.410;Gas Elpiji (3 kg)
202403;KOTA ADM. JAKARTA PUSAT;31;4.333.333.333.333.330;Susu Bubuk Bendera (400 gr)
202403;KOTA ADM. JAKARTA PUSAT;31;412.962.962.962.963;Susu Bubuk Dancow (400 gr)
202403;KOTA ADM. JAKARTA PUSAT;31;1.089.709.677.419.350;Susu Kental Bendera ( 200 gr)
202403;KOTA ADM. JAKARTA UTARA;31;14.370.967.741.935.400;Gula Pasir
202403;KOTA ADM. JAKARTA UTARA;31;10.318.548.387.096.700;Tepung Terigu
202403;KOTA ADM. JAKARTA UTARA;31;3.556.451.612.903.220;Garam Dapur
202403;KOTA ADM. JAKARTA UTARA;31;1.872.983.870.967.740;Kentang (sedang)
202403;KOTA ADM. JAKARTA UTARA;31;21.040.322.580.645.100;Tomat Buah
202403;KOTA ADM. JAKARTA UTARA;31;9.321.774.193.548.380;Kelapa Kupas
202403;KOTA ADM. JAKARTA UTARA;31;7.483.870.967.741.930;Semangka
202403;KOTA ADM. JAKARTA UTARA;31;15.548.387.096.774.100;Jeruk Medan
202403;KOTA ADM. JAKARTA UTARA;31;4.600.806.451.612.900;Daging Kambing
202403;KOTA ADM. JAKARTA UTARA;31;64.887.096.774.193.500;Daging Babi Berlemak
202403;KOTA ADM. JAKARTA UTARA;31;31.536.290.322.580.600;Bandeng (sedang)
202403;KOTA ADM. JAKARTA UTARA;31;27.040.322.580.645.100;Mas
202403;KOTA ADM. JAKARTA UTARA;31;21.963.709.677.419.300;Lele
202403;KOTA ADM. JAKARTA UTARA;31;6.862.903.225.806.450;Gas Elpiji (3 kg)
202403;KOTA ADM. JAKARTA UTARA;31;7.677.419.354.838.700;Susu Bubuk Bendera (400 gr)
202403;KOTA ADM. JAKARTA UTARA;31;14.693.548.387.096.700;Susu Bubuk Dancow (400 gr)
202403;KOTA ADM. JAKARTA UTARA;31;12.707.661.290.322.500;Susu Kental Bendera ( 200 gr)
202403;KOTA ADM. JAKARTA UTARA;31;7.512.096.774.193.540;Susu Kental Enak (200 gr)
202403;KOTA ADM. JAKARTA UTARA;31;15.520.161.290.322.500;Margarine Blue Band Cup (250 gr)
202403;KOTA ADM. JAKARTA UTARA;31;10.475.806.451.612.900;Margarine Blue Band Sachet (200 gr)
202403;KOTA ADM. JAKARTA BARAT;31;7.479.262.672.811.050;Beras IR. I (IR 64) = 5% - 10%
202403;KOTA ADM. JAKARTA BARAT;31;9.239.631.336.405.520;Beras IR. II (IR 64) Ramos = 10% - 15%
202403;KOTA ADM. JAKARTA BARAT;31;8.716.129.032.258.060;Beras IR. III (IR 64) = 15% - 20%
202403;KOTA ADM. JAKARTA BARAT;31;23.285.714.285.714.200;Muncul I
202403;KOTA ADM. JAKARTA BARAT;31;12.548.387.096.774.100;Beras IR 42 / Pera
202403;KOTA ADM. JAKARTA BARAT;31;7.767.281.105.990.780;Setra I / Premium = < 5%
202403;KOTA ADM. JAKARTA BARAT;31;15.235.023.041.474.600;Minyak Goreng (Kuning / Curah)
202403;KOTA ADM. JAKARTA PUSAT;31;7.735.806.451.612.900;Susu Kental Enak (200 gr)
202403;KOTA ADM. JAKARTA PUSAT;31;1.272.258.064.516.120;Margarine Blue Band Cup (250 gr)
202403;KOTA ADM. JAKARTA PUSAT;31;9.041.935.483.870.960;Margarine Blue Band Sachet (200 gr)
202403;KOTA ADM. JAKARTA UTARA;31;1.061.290.322.580.640;Beras IR. I (IR 64) = 5% - 10%
202403;KOTA ADM. JAKARTA UTARA;31;11.852.822.580.645.100;Beras IR. II (IR 64) Ramos = 10% - 15%
202403;KOTA ADM. JAKARTA UTARA;31;988.508.064.516.129;Beras IR. III (IR 64) = 15% - 20%
202403;KOTA ADM. JAKARTA UTARA;31;10.860.887.096.774.100;Muncul I
202403;KOTA ADM. JAKARTA UTARA;31;13.356.854.838.709.600;Beras IR 42 / Pera
202403;KOTA ADM. JAKARTA UTARA;31;14.796.370.967.741.900;Setra I / Premium = < 5%
202403;KOTA ADM. JAKARTA UTARA;31;1.061.290.322.580.640;Minyak Goreng (Kuning / Curah)
202403;KOTA ADM. JAKARTA UTARA;31;65.362.903.225.806.400;Cabe Merah Keriting
202403;KOTA ADM. JAKARTA UTARA;31;7.074.596.774.193.540;Cabe Merah Besar (TW)
202403;KOTA ADM. JAKARTA UTARA;31;6.403.225.806.451.610;Cabe Rawit Merah
202403;KOTA ADM. JAKARTA UTARA;31;48710;Cabe Rawit Hijau
202403;KOTA ADM. JAKARTA UTARA;31;37.088.709.677.419.300;Bawang Merah
202403;KOTA ADM. JAKARTA UTARA;31;3.864.112.903.225.800;Bawang Putih
202403;KOTA ADM. JAKARTA UTARA;31;11.754.032.258.064.500;Daging Sapi Has (Paha Belakang)
202403;KOTA ADM. JAKARTA UTARA;31;12.805.648.387.096.700;Daging Sapi Murni (semur)
202403;KOTA ADM. JAKARTA UTARA;31;3.955.645.161.290.320;Ayam Broiler (Ras)
202403;KOTA ADM. JAKARTA UTARA;31;2.823.790.322.580.640;Telur Ayam Ras
202403;KOTA ADM. JAKARTA BARAT;31;5.956.221.198.156.680;Cabe Merah Keriting
202403;KOTA ADM. JAKARTA BARAT;31;6.564.055.299.539.170;Cabe Merah Besar (TW)
202403;KOTA ADM. JAKARTA BARAT;31;5.770.506.912.442.390;Cabe Rawit Merah
202403;KOTA ADM. JAKARTA BARAT;31;4.581.105.990.783.400;Cabe Rawit Hijau
202403;KOTA ADM. JAKARTA BARAT;31;3.454.377.880.184.330;Bawang Merah
202403;KOTA ADM. JAKARTA BARAT;31;36.188.940.092.165.800;Bawang Putih
202403;KOTA ADM. JAKARTA BARAT;31;12.983.870.967.741.900;Daging Sapi Has (Paha Belakang)
202403;KOTA ADM. JAKARTA BARAT;31;12.495.391.705.069.100;Daging Sapi Murni (semur)
202403;KOTA ADM. JAKARTA BARAT;31;3.535.944.700.460.820;Ayam Broiler (Ras)
202403;KOTA ADM. JAKARTA BARAT;31;28.963.133.640.552.900;Telur Ayam Ras
202403;KOTA ADM. JAKARTA BARAT;31;16.025.345.622.119.800;Gula Pasir
202403;KOTA ADM. JAKARTA BARAT;31;10.921.658.986.175.100;Tepung Terigu
202403;KOTA ADM. JAKARTA BARAT;31;3.400.921.658.986.170;Garam Dapur
202403;KOTA ADM. JAKARTA BARAT;31;1.795.622.119.815.660;Kentang (sedang)
202403;KOTA ADM. JAKARTA BARAT;31;23.308.755.760.368.600;Tomat Buah
202403;KOTA ADM. JAKARTA BARAT;31;7.149.769.585.253.450;Kelapa Kupas
202403;KOTA ADM. JAKARTA BARAT;31;5.216.589.861.751.150;Semangka
202403;KOTA ADM. JAKARTA BARAT;31;1.183.870.967.741.930;Jeruk Medan
202403;KOTA ADM. JAKARTA BARAT;31;3.299.539.170.506.910;Daging Kambing
202403;KOTA ADM. JAKARTA BARAT;31;7.052.995.391.705.060;Daging Babi Berlemak
202403;KOTA ADM. JAKARTA BARAT;31;3.916.129.032.258.060;Bandeng (sedang)
202403;KOTA ADM. JAKARTA BARAT;31;2.413.364.055.299.530;Mas
202403;KOTA ADM. JAKARTA BARAT;31;18.723.576.036.866.300;Lele
202403;KOTA ADM. JAKARTA BARAT;31;9.179.723.502.304.140;Gas Elpiji (3 kg)
202403;KOTA ADM. JAKARTA BARAT;31;8.847.926.267.281.100;Susu Bubuk Bendera (400 gr)
202403;KOTA ADM. JAKARTA BARAT;31;7.093.596.059.113.290;Susu Bubuk Dancow (400 gr)
202403;KOTA ADM. JAKARTA BARAT;31;1.228.352.073.732.710;Susu Kental Bendera ( 200 gr)
202403;KOTA ADM. JAKARTA BARAT;31;5.119.815.668.202.760;Susu Kental Enak (200 gr)
202403;KOTA ADM. JAKARTA BARAT;31;71.981.566.820.276.400;Margarine Blue Band Cup (250 gr)
202403;KOTA ADM. JAKARTA BARAT;31;8.811.059.907.834.100;Margarine Blue Band Sachet (200 gr)
202403;KOTA ADM. JAKARTA SELATAN;31;11.910.967.741.935.400;Beras IR. I (IR 64) = 5% - 10%
202403;KOTA ADM. JAKARTA SELATAN;31;11.439.677.419.354.800;Beras IR. II (IR 64) Ramos = 10% - 15%
202403;KOTA ADM. JAKARTA SELATAN;31;7.927.419.354.838.700;Beras IR. III (IR 64) = 15% - 20%
202403;KOTA ADM. JAKARTA SELATAN;31;3580;Muncul I
202403;KOTA ADM. JAKARTA SELATAN;31;14.030.645.161.290.300;Beras IR 42 / Pera
202403;KOTA ADM. JAKARTA SELATAN;31;12.188.709.677.419.300;Setra I / Premium = < 5%
202403;KOTA ADM. JAKARTA SELATAN;31;12.432.258.064.516.100;Minyak Goreng (Kuning / Curah)
202403;KOTA ADM. JAKARTA SELATAN;31;6.912.258.064.516.120;Cabe Merah Keriting
202403;KOTA ADM. JAKARTA SELATAN;31;840.032.258.064.516;Cabe Merah Besar (TW)
202403;KOTA ADM. JAKARTA SELATAN;31;6.780.645.161.290.320;Cabe Rawit Merah
202403;KOTA ADM. JAKARTA SELATAN;31;52.619.354.838.709.600;Cabe Rawit Hijau
202403;KOTA ADM. JAKARTA SELATAN;31;37.029.032.258.064.500;Bawang Merah
202403;KOTA ADM. JAKARTA SELATAN;31;4.142.258.064.516.120;Bawang Putih
202403;KOTA ADM. JAKARTA SELATAN;31;1.347.741.935.483.870;Daging Sapi Has (Paha Belakang)
202403;KOTA ADM. JAKARTA SELATAN;31;13.085.483.870.967.700;Daging Sapi Murni (semur)
202403;KOTA ADM. JAKARTA SELATAN;31;4.046.774.193.548.380;Ayam Broiler (Ras)
202403;KOTA ADM. JAKARTA SELATAN;31;297.741.935.483.871;Telur Ayam Ras
202403;KOTA ADM. JAKARTA SELATAN;31;16.019.354.838.709.600;Gula Pasir
202403;KOTA ADM. JAKARTA SELATAN;31;10.517.741.935.483.800;Tepung Terigu
202403;KOTA ADM. JAKARTA SELATAN;31;35.612.903.225.806.400;Garam Dapur
202403;KOTA ADM. JAKARTA SELATAN;31;19.658.064.516.129.000;Kentang (sedang)
202403;KOTA ADM. JAKARTA SELATAN;31;2.475.483.870.967.740;Tomat Buah
202403;KOTA ADM. JAKARTA SELATAN;31;947.741.935.483.871;Kelapa Kupas
202403;KOTA ADM. JAKARTA SELATAN;31;9.138.709.677.419.350;Semangka
202403;KOTA ADM. JAKARTA SELATAN;31;2.292.258.064.516.120;Jeruk Medan
202403;KOTA ADM. JAKARTA SELATAN;31;11.308.064.516.129.000;Daging Kambing
202403;KOTA ADM. JAKARTA SELATAN;31;14000;Daging Babi Berlemak
202403;KOTA ADM. JAKARTA SELATAN;31;3.825.483.870.967.740;Bandeng (sedang)
202403;KOTA ADM. JAKARTA SELATAN;31;32.438.709.677.419.300;Mas
202403;KOTA ADM. JAKARTA SELATAN;31;24.751.612.903.225.800;Lele
202403;KOTA ADM. JAKARTA SELATAN;31;4000;Gas Elpiji (3 kg)
202403;KOTA ADM. JAKARTA SELATAN;31;N/A;Susu Bubuk Bendera (400 gr)
202403;KOTA ADM. JAKARTA SELATAN;31;17.438.709.677.419.300;Susu Bubuk Dancow (400 gr)
202403;KOTA ADM. JAKARTA SELATAN;31;12.295.161.290.322.500;Susu Kental Bendera ( 200 gr)
202403;KOTA ADM. JAKARTA SELATAN;31;11.206.451.612.903.200;Susu Kental Enak (200 gr)
202403;KOTA ADM. JAKARTA SELATAN;31;12.829.032.258.064.500;Margarine Blue Band Cup (250 gr)
202403;KOTA ADM. JAKARTA SELATAN;31;10.248.387.096.774.100;Margarine Blue Band Sachet (200 gr)
202403;KOTA ADM. JAKARTA TIMUR;31;8.403.225.806.451.610;Beras IR. I (IR 64) = 5% - 10%
202403;KOTA ADM. JAKARTA TIMUR;31;8.273.655.913.978.490;Beras IR. II (IR 64) Ramos = 10% - 15%
202403;KOTA ADM. JAKARTA TIMUR;31;7.976.881.720.430.100;Beras IR. III (IR 64) = 15% - 20%
202403;KOTA ADM. JAKARTA TIMUR;31;6.591.129.032.258.060;Muncul I
202403;KOTA ADM. JAKARTA TIMUR;31;8.873.118.279.569.890;Beras IR 42 / Pera
202403;KOTA ADM. JAKARTA TIMUR;31;9.014.247.311.827.950;Setra I / Premium = < 5%
202403;KOTA ADM. JAKARTA TIMUR;31;10.393.817.204.301.000;Minyak Goreng (Kuning / Curah)
202403;KOTA ADM. JAKARTA TIMUR;31;4.461.827.956.989.240;Cabe Merah Keriting
202403;KOTA ADM. JAKARTA TIMUR;31;6.145.161.290.322.580;Cabe Merah Besar (TW)
202403;KOTA ADM. JAKARTA TIMUR;31;4.448.118.279.569.890;Cabe Rawit Merah
202403;KOTA ADM. JAKARTA TIMUR;31;3.465.591.397.849.460;Cabe Rawit Hijau
202403;KOTA ADM. JAKARTA TIMUR;31;24.967.741.935.483.800;Bawang Merah
202403;KOTA ADM. JAKARTA TIMUR;31;27.938.172.043.010.700;Bawang Putih
202403;KOTA ADM. JAKARTA TIMUR;31;941.532.258.064.516;Daging Sapi Has (Paha Belakang)
202403;KOTA ADM. JAKARTA TIMUR;31;8.998.655.913.978.490;Daging Sapi Murni (semur)
202403;KOTA ADM. JAKARTA TIMUR;31;2.670.698.924.731.180;Ayam Broiler (Ras)
202403;KOTA ADM. JAKARTA TIMUR;31;20.073.924.731.182.700;Telur Ayam Ras
202403;KOTA ADM. JAKARTA TIMUR;31;10.794.354.838.709.600;Gula Pasir
202403;KOTA ADM. JAKARTA TIMUR;31;6.955.645.161.290.320;Tepung Terigu
202403;KOTA ADM. JAKARTA TIMUR;31;21.868.279.569.892.400;Garam Dapur
202403;KOTA ADM. JAKARTA TIMUR;31;1.245.967.741.935.480;Kentang (sedang)
202403;KOTA ADM. JAKARTA TIMUR;31;14.725.806.451.612.900;Tomat Buah
202403;KOTA ADM. JAKARTA TIMUR;31;64.354.838.709.677.400;Kelapa Kupas
202403;KOTA ADM. JAKARTA TIMUR;31;6.293.010.752.688.170;Semangka
202403;KOTA ADM. JAKARTA TIMUR;31;16.005.376.344.086.000;Jeruk Medan
202403;KOTA ADM. JAKARTA TIMUR;31;8.608.870.967.741.930;Daging Kambing
202403;KOTA ADM. JAKARTA TIMUR;31;4.424.731.182.795.690;Daging Babi Berlemak
202403;KOTA ADM. JAKARTA TIMUR;31;23.749.999.999.999.900;Bandeng (sedang)
202401;Jakarta Selatan;31;15818;Minyak Goreng (Kuning/Curah)
202401;Jakarta Selatan;31;75058;Cabe Merah Keriting
202401;Jakarta Selatan;31;81865;Cabe Merah Besar (TW)
202401;Jakarta Selatan;31;73087;Cabe Rawit Merah
202401;Jakarta Selatan;31;51386;Cabe Rawit Hijau
202401;Jakarta Selatan;31;38928;Bawang Merah
202401;Jakarta Selatan;31;41475;Bawang Putih
202401;Jakarta Selatan;31;139364;Daging Sapi Has (Paha Belakang)
202401;Jakarta Selatan;31;136970;Daging Sapi Murni (Semur)
202401;Jakarta Selatan;31;40881;Ayam Broiler/Ras
202401;Jakarta Selatan;31;27407;Telur Ayam Ras
202401;Jakarta Selatan;31;16505;Gula Pasir
202401;Jakarta Selatan;31;11035;Tepung Terigu
202401;Jakarta Selatan;31;3612;Garam Dapur
202401;Jakarta Selatan;31;19205;Kentang (sedang)
202401;Jakarta Selatan;31;23268;Tomat Buah
202401;Jakarta Selatan;31;9836;Kelapa Kupas
202401;Jakarta Selatan;31;11789;Semangka
202401;Jakarta Selatan;31;30677;Jeruk Medan
202401;Jakarta Selatan;31;150373;Daging Kambing
202401;Jakarta Selatan;31;140000;Daging Babi Berlemak
202401;Jakarta Selatan;31;41095;Ikan Bandeng (sedang)
202401;Jakarta Selatan;31;38543;Ikan Mas
202401;Jakarta Selatan;31;29021;Ikan Lele
202401;Jakarta Selatan;31;20000;Gas Elpiji 3kg
202401;Jakarta Selatan;31;0;Susu Bubuk Bendera 400gr
202401;Jakarta Selatan;31;45737;Susu Bubuk Dancow 400gr
202401;Jakarta Selatan;31;12777;Susu Kental Bendera 200gr
202401;Jakarta Selatan;31;11363;Susu Kental Enak 200gr
202401;Jakarta Selatan;31;16358;Margarin Blueband Cup
202401;Jakarta Selatan;31;10817;Margarin Blueband Sachet
202401;Jakarta Timur;31;13570;Beras IR I (IR 64)
202401;Jakarta Timur;31;13245;Beras IR II (IR 64) Ramos
202401;Jakarta Timur;31;13005;Beras IR III (IR 64)
202401;Jakarta Timur;31;13695;Beras Muncul I
202401;Jakarta Timur;31;14908;Beras IR 42/Pera
202401;Jakarta Timur;31;13949;Beras Setra I/Premium
202401;Jakarta Timur;31;15741;Minyak Goreng (Kuning/Curah)
202401;Jakarta Timur;31;70670;Cabe Merah Keriting
202401;Jakarta Timur;31;79469;Cabe Merah Besar (TW)
202401;Jakarta Timur;31;72112;Cabe Rawit Merah
202401;Jakarta Timur;31;45445;Cabe Rawit Hijau
202401;Jakarta Timur;31;37180;Bawang Merah
202401;Jakarta Timur;31;42098;Bawang Putih
202401;Jakarta Timur;31;144310;Daging Sapi Has (Paha Belakang)
202401;Jakarta Timur;31;137676;Daging Sapi Murni (Semur)
202401;Jakarta Timur;31;39084;Ayam Broiler/Ras
202401;Jakarta Timur;31;27003;Telur Ayam Ras
202401;Jakarta Timur;31;16388;Gula Pasir
202401;Jakarta Timur;31;10243;Tepung Terigu
202401;Jakarta Timur;31;3311;Garam Dapur
202401;Jakarta Timur;31;18024;Kentang (sedang)
202401;Jakarta Timur;31;20755;Tomat Buah
202401;Jakarta Timur;31;9616;Kelapa Kupas
202401;Jakarta Timur;31;10135;Semangka
202401;Jakarta Timur;31;26692;Jeruk Medan
202401;Jakarta Timur;31;146849;Daging Kambing
202401;Jakarta Timur;31;99443;Daging Babi Berlemak
202401;Jakarta Timur;31;41724;Ikan Bandeng (sedang)
202401;Jakarta Timur;31;37155;Ikan Mas
202401;Jakarta Timur;31;27469;Ikan Lele
202401;Jakarta Timur;31;20696;Gas Elpiji 3kg
202401;Jakarta Timur;31;45000;Susu Bubuk Bendera 400gr
202401;Jakarta Timur;31;45000;Susu Bubuk Dancow 400gr
202401;Jakarta Timur;31;11938;Susu Kental Bendera 200gr
202401;Jakarta Timur;31;10821;Susu Kental Enak 200gr
202401;Jakarta Timur;31;13466;Margarin Blueband Cup
202401;Jakarta Timur;31;9609;Margarin Blueband Sachet
202401;Jakarta Pusat;31;13721;Beras IR I (IR 64)
202401;Jakarta Pusat;31;13442;Beras IR II (IR 64) Ramos
202401;Jakarta Pusat;31;13155;Beras IR III (IR 64)
202401;Jakarta Pusat;31;14659;Beras Muncul I
202401;Jakarta Pusat;31;15033;Beras IR 42/Pera
202401;Jakarta Pusat;31;14925;Beras Setra I/Premium
202401;Jakarta Pusat;31;15889;Minyak Goreng (Kuning/Curah)
202401;Jakarta Pusat;31;72127;Cabe Merah Keriting
202401;Jakarta Pusat;31;79576;Cabe Merah Besar (TW)
202401;Jakarta Pusat;31;70631;Cabe Rawit Merah
202401;Jakarta Pusat;31;46328;Cabe Rawit Hijau
202401;Jakarta Pusat;31;40202;Bawang Merah
202401;Jakarta Pusat;31;41457;Bawang Putih
202401;Jakarta Pusat;31;143474;Daging Sapi Has (Paha Belakang)
202401;Jakarta Pusat;31;136281;Daging Sapi Murni (Semur)
202401;Jakarta Pusat;31;39533;Ayam Broiler/Ras
202401;Jakarta Pusat;31;27504;Telur Ayam Ras
202401;Jakarta Pusat;31;15963;Gula Pasir
202401;Jakarta Pusat;31;10446;Tepung Terigu
202401;Jakarta Pusat;31;3494;Garam Dapur
202401;Jakarta Pusat;31;19441;Kentang (sedang)
202401;Jakarta Pusat;31;25117;Tomat Buah
202401;Jakarta Pusat;31;9835;Kelapa Kupas
202401;Jakarta Pusat;31;12096;Semangka
202401;Jakarta Pusat;31;31710;Jeruk Medan
202401;Jakarta Pusat;31;144973;Daging Kambing
202401;Jakarta Pusat;31;121828;Daging Babi Berlemak
202401;Jakarta Pusat;31;41638;Ikan Bandeng (sedang)
202401;Jakarta Pusat;31;37902;Ikan Mas
202401;Jakarta Pusat;31;28353;Ikan Lele
202401;Jakarta Pusat;31;21252;Gas Elpiji 3kg
202401;Jakarta Pusat;31;45000;Susu Bubuk Bendera 400gr
202401;Jakarta Pusat;31;42821;Susu Bubuk Dancow 400gr
202401;Jakarta Pusat;31;11887;Susu Kental Bendera 200gr
202401;Jakarta Pusat;31;10407;Susu Kental Enak 200gr
202401;Jakarta Pusat;31;15515;Margarin Blueband Cup
202401;Jakarta Pusat;31;9799;Margarin Blueband Sachet
202401;Jakarta Utara;31;14179;Beras IR I (IR 64)
202401;Jakarta Utara;31;13403;Beras IR II (IR 64) Ramos
202401;Jakarta Utara;31;12684;Beras IR III (IR 64)
202401;Jakarta Utara;31;14872;Beras Muncul I
202401;Jakarta Utara;31;15734;Beras IR 42/Pera
202401;Jakarta Utara;31;14637;Beras Setra I/Premium
202401;Jakarta Utara;31;15327;Minyak Goreng (Kuning/Curah)
202405;Kota Adm. Jakarta Timur;31;52460;Cabe Merah Keriting
202405;Kota Adm. Jakarta Timur;31;73330;Cabe Merah Besar (TW)
202405;Kota Adm. Jakarta Timur;31;47356;Cabe Rawit Merah
202405;Kota Adm. Jakarta Timur;31;46766;Cabe Rawit Hijau
202405;Kota Adm. Jakarta Timur;31;57232;Bawang Merah
202405;Kota Adm. Jakarta Timur;31;46619;Bawang Putih
202405;Kota Adm. Jakarta Timur;31;145215;Daging Sapi Has (Paha Belakang)
202405;Kota Adm. Jakarta Timur;31;138307;Daging Sapi Murni (Semur)
202405;Kota Adm. Jakarta Timur;31;40899;Ayam Broiler/Ras
202405;Kota Adm. Jakarta Timur;31;29392;Telur Ayam Ras
202405;Kota Adm. Jakarta Timur;31;17121;Gula Pasir
202405;Kota Adm. Jakarta Timur;31;10959;Tepung Terigu
202405;Kota Adm. Jakarta Timur;31;3413;Garam Dapur
202405;Kota Adm. Jakarta Timur;31;18098;Kentang (sedang)
202405;Kota Adm. Jakarta Timur;31;20558;Tomat Buah
202405;Kota Adm. Jakarta Timur;31;10281;Kelapa Kupas
202405;Kota Adm. Jakarta Timur;31;10509;Semangka
202405;Kota Adm. Jakarta Timur;31;26056;Jeruk Medan
202405;Kota Adm. Jakarta Timur;31;146354;Daging Kambing
202405;Kota Adm. Jakarta Timur;31;101280;Daging Babi Berlemak
202405;Kota Adm. Jakarta Timur;31;42169;Ikan Bandeng (sedang)
202405;Kota Adm. Jakarta Timur;31;37947;Ikan Mas
202405;Kota Adm. Jakarta Timur;31;28119;Ikan Lele
202405;Kota Adm. Jakarta Timur;31;21003;Gas Elpiji 3kg
202405;Kota Adm. Jakarta Timur;31;45387;Susu Bubuk Bendera 400gr
202405;Kota Adm. Jakarta Timur;31;45064;Susu Bubuk Dancow 400gr
202405;Kota Adm. Jakarta Timur;31;12434;Susu Kental Bendera 200gr
202405;Kota Adm. Jakarta Timur;31;11389;Susu Kental Enak 200gr
202405;Kota Adm. Jakarta Timur;31;13220;Margarin Blueband Cup
202405;Kota Adm. Jakarta Timur;31;10654;Margarin Blueband Sachet
202406;Kota Adm. Jakarta Pusat;30;13956;Beras IR I (IR 64)
202406;Kota Adm. Jakarta Pusat;30;12942;Beras IR II (IR 64) Ramos
202406;Kota Adm. Jakarta Pusat;30;14525;Beras IR III (IR 64)
202406;Kota Adm. Jakarta Pusat;30;14433;Beras Muncul I
202406;Kota Adm. Jakarta Pusat;30;14789;Beras IR 42/Pera
202406;Kota Adm. Jakarta Pusat;30;16682;Beras Setra I/Premium
202406;Kota Adm. Jakarta Pusat;30;16820;Minyak Goreng (Kuning/Curah)
202406;Kota Adm. Jakarta Pusat;30;52384;Cabe Merah Keriting
202406;Kota Adm. Jakarta Pusat;30;61929;Cabe Merah Besar (TW)
202406;Kota Adm. Jakarta Pusat;30;47970;Cabe Rawit Merah
202406;Kota Adm. Jakarta Pusat;30;48198;Cabe Rawit Hijau
202406;Kota Adm. Jakarta Pusat;30;48907;Bawang Merah
202406;Kota Adm. Jakarta Pusat;30;43526;Bawang Putih
202406;Kota Adm. Jakarta Pusat;30;139519;Daging Sapi Has (Paha Belakang)
202406;Kota Adm. Jakarta Pusat;30;138293;Daging Sapi Murni (Semur)
202406;Kota Adm. Jakarta Pusat;30;41697;Ayam Broiler/Ras
202406;Kota Adm. Jakarta Pusat;30;29471;Telur Ayam Ras
202406;Kota Adm. Jakarta Pusat;30;17210;Gula Pasir
202406;Kota Adm. Jakarta Pusat;30;10418;Tepung Terigu
202406;Kota Adm. Jakarta Pusat;30;3242;Garam Dapur
202406;Kota Adm. Jakarta Pusat;30;20210;Kentang (sedang)
202406;Kota Adm. Jakarta Pusat;30;19232;Tomat Buah
202406;Kota Adm. Jakarta Pusat;30;9622;Kelapa Kupas
202406;Kota Adm. Jakarta Barat;30;14001;Beras IR II (IR 64) Ramos
202406;Kota Adm. Jakarta Barat;30;13023;Beras IR III (IR 64)
202406;Kota Adm. Jakarta Barat;30;16000;Beras Muncul I
202406;Kota Adm. Jakarta Barat;30;15561;Beras IR 42/Pera
202406;Kota Adm. Jakarta Barat;30;15022;Beras Setra I/Premium
202406;Kota Adm. Jakarta Barat;30;17256;Minyak Goreng (Kuning/Curah)
202406;Kota Adm. Jakarta Barat;30;51941;Cabe Merah Keriting
202406;Kota Adm. Jakarta Barat;30;62067;Cabe Merah Besar (TW)
202406;Kota Adm. Jakarta Barat;30;43751;Cabe Rawit Merah
202406;Kota Adm. Jakarta Barat;30;51119;Cabe Rawit Hijau
202406;Kota Adm. Jakarta Barat;30;46282;Bawang Merah
202406;Kota Adm. Jakarta Barat;30;44292;Bawang Putih
202406;Kota Adm. Jakarta Barat;30;144632;Daging Sapi Has (Paha Belakang)
202406;Kota Adm. Jakarta Barat;30;137669;Daging Sapi Murni (Semur)
202406;Kota Adm. Jakarta Barat;30;38019;Ayam Broiler/Ras
202406;Kota Adm. Jakarta Barat;30;29046;Telur Ayam Ras
202406;Kota Adm. Jakarta Barat;30;18985;Gula Pasir
202406;Kota Adm. Jakarta Barat;30;11732;Tepung Terigu
202406;Kota Adm. Jakarta Barat;30;4394;Garam Dapur
202406;Kota Adm. Jakarta Barat;30;21677;Kentang (sedang)
202406;Kota Adm. Jakarta Barat;30;17457;Tomat Buah
202406;Kota Adm. Jakarta Barat;30;9361;Kelapa Kupas
202406;Kota Adm. Jakarta Barat;30;11149;Semangka
202406;Kota Adm. Jakarta Barat;30;26724;Jeruk Medan
202406;Kota Adm. Jakarta Barat;30;150000;Daging Kambing
202406;Kota Adm. Jakarta Barat;30;112191;Daging Babi Berlemak
202406;Kota Adm. Jakarta Barat;30;42186;Ikan Bandeng (sedang)
202406;Kota Adm. Jakarta Barat;30;38958;Ikan Mas
202406;Kota Adm. Jakarta Barat;30;28967;Ikan Lele
202406;Kota Adm. Jakarta Barat;30;22261;Gas Elpiji 3kg
202406;Kota Adm. Jakarta Barat;30;28428;Susu Bubuk Bendera 400gr
202406;Kota Adm. Jakarta Barat;30;45000;Susu Bubuk Dancow 400gr
202406;Kota Adm. Jakarta Barat;30;13270;Susu Kental Bendera 200gr
