periode,wilayah,harga,komoditas
2024-01-31,Jakarta Timur,16388,Gula Pasir
2024-01-31,Jakarta Timur,10243,Tepung Terigu
2024-01-31,Jakarta Timur,3311,Garam Dapur
2024-01-31,Jakarta Timur,18024,Kentang (sedang)
2024-01-31,Jakarta Timur,20755,Tomat Buah
2024-01-31,Jakarta Timur,9616,Kelapa Kupas
2024-01-31,Jakarta Timur,10135,Semangka
2024-01-31,Jakarta Timur,26692,Jeruk Medan
2024-01-31,Jakarta Timur,146849,Daging Kambing
2024-01-31,Jakarta Timur,99443,Daging Babi Berlemak
2024-01-31,Jakarta Timur,41724,Ikan Bandeng (sedang)
2024-01-31,Jakarta Timur,37155,Ikan Mas
2024-01-31,Jakarta Timur,27469,Ikan Lele
2024-01-31,Jakarta Timur,20696,Gas Elpiji 3kg
2024-01-31,Jakarta Timur,45000,Susu Bubuk Bendera 400gr
2024-01-31,Jakarta Timur,45000,Susu Bubuk Dancow 400gr
2024-01-31,Jakarta Timur,11938,Susu Kental Bendera 200gr
2024-01-31,Jakarta Timur,10821,Susu Kental Enak 200gr
2024-01-31,Jakarta Timur,13466,Margarin Blueband Cup
2024-01-31,Jakarta Timur,9609,Margarin Blueband Sachet
2024-01-31,Jakarta Pusat,13721,Beras IR I (IR 64)
2024-01-31,Jakarta Pusat,13442,Beras IR II (IR 64) Ramos
2024-01-31,Jakarta Pusat,13155,Beras IR III (IR 64)
2024-01-31,Jakarta Pusat,14659,Beras Muncul I
2024-01-31,Jakarta Pusat,15033,Beras IR 42/Pera
2024-01-31,Jakarta Pusat,14925,Beras Setra I/Premium
2024-01-31,Jakarta Pusat,15889,Minyak Goreng (Kuning/Curah)
2024-01-31,Jakarta Pusat,72127,Cabe Merah Keriting
2024-01-31,Jakarta Pusat,79576,Cabe Merah Besar (TW)
2024-01-31,Jakarta Pusat,70631,Cabe Rawit Merah
2024-01-31,Jakarta Pusat,46328,Cabe Rawit Hijau
2024-01-31,Jakarta Pusat,40202,Bawang Merah
2024-01-31,Jakarta Pusat,41457,Bawang Putih
2024-01-31,Jakarta Pusat,143474,Daging Sapi Has (Paha Belakang)
2024-01-31,Jakarta Pusat,136281,Daging Sapi Murni (Semur)
2024-01-31,Jakarta Pusat,39533,Ayam Broiler/Ras
2024-01-31,Jakarta Pusat,27504,Telur Ayam Ras
2024-01-31,Jakarta Pusat,15963,Gula Pasir
2024-01-31,Jakarta Pusat,10446,Tepung Terigu
2024-01-31,Jakarta Pusat,3494,Garam Dapur
2024-01-31,Jakarta Pusat,19441,Kentang (sedang)
2024-01-31,Jakarta Pusat,25117,Tomat Buah
2024-01-31,Jakarta Pusat,9835,Kelapa Kupas
2024-01-31,Jakarta Pusat,12096,Semangka
2024-01-31,Jakarta Pusat,31710,Jeruk Medan
2024-01-31,Jakarta Pusat,144973,Daging Kambing
2024-01-31,Jakarta Pusat,121828,Daging Babi Berlemak
2024-01-31,Jakarta Pusat,41638,Ikan Bandeng (sedang)
2024-01-31,Jakarta Pusat,37902,Ikan Mas
2024-01-31,Jakarta Pusat,28353,Ikan Lele
2024-01-31,Jakarta Pusat,21252,Gas Elpiji 3kg
2024-01-31,Jakarta Pusat,45000,Susu Bubuk Bendera 400gr
2024-01-31,Jakarta Pusat,42821,Susu Bubuk Dancow 400gr
2024-01-31,Jakarta Pusat,11887,Susu Kental Bendera 200gr
2024-01-31,Jakarta Pusat,10407,Susu Kental Enak 200gr
2024-01-31,Jakarta Pusat,15515,Margarin Blueband Cup
2024-01-31,Jakarta Pusat,9799,Margarin Blueband Sachet
2024-01-31,Jakarta Utara,14179,Beras IR I (IR 64)
2024-01-31,Jakarta Utara,13403,Beras IR II (IR 64) Ramos
2024-01-31,Jakarta Utara,12684,Beras IR III (IR 64)
2024-01-31,Jakarta Utara,14872,Beras Muncul I
2024-01-31,Jakarta Utara,15734,Beras IR 42/Pera
2024-01-31,Jakarta Utara,14637,Beras Setra I/Premium
2024-01-31,Jakarta Utara,15327,Minyak Goreng (Kuning/Curah)
2024-05-31,Jakarta Timur,52460,Cabe Merah Keriting
2024-05-31,Jakarta Timur,73330,Cabe Merah Besar (TW)
2024-05-31,Jakarta Timur,47356,Cabe Rawit Merah
2024-05-31,Jakarta Timur,46766,Cabe Rawit Hijau
2024-05-31,Jakarta Timur,57232,Bawang Merah
2024-05-31,Jakarta Timur,46619,Bawang Putih
2024-05-31,Jakarta Timur,145215,Daging Sapi Has (Paha Belakang)
2024-05-31,Jakarta Timur,138307,Daging Sapi Murni (Semur)
2024-05-31,Jakarta Timur,40899,Ayam Broiler/Ras
2024-05-31,Jakarta Timur,29392,Telur Ayam Ras
2024-05-31,Jakarta Timur,17121,Gula Pasir
2024-05-31,Jakarta Timur,10959,Tepung Terigu
2024-05-31,Jakarta Timur,3413,Garam Dapur
2024-05-31,Jakarta Timur,18098,Kentang (sedang)
2024-05-31,Jakarta Timur,20558,Tomat Buah
2024-05-31,Jakarta Timur,10281,Kelapa Kupas
2024-05-31,Jakarta Timur,10509,Semangka
2024-05-31,Jakarta Timur,26056,Jeruk Medan
2024-05-31,Jakarta Timur,146354,Daging Kambing
2024-05-31,Jakarta Timur,101280,Daging Babi Berlemak
2024-05-31,Jakarta Timur,42169,Ikan Bandeng (sedang)
2024-05-31,Jakarta Timur,37947,Ikan Mas
2024-05-31,Jakarta Timur,28119,Ikan Lele
2024-05-31,Jakarta Timur,21003,Gas Elpiji 3kg
2024-05-31,Jakarta Timur,45387,Susu Bubuk Bendera 400gr
2024-05-31,Jakarta Timur,45064,Susu Bubuk Dancow 400gr
2024-05-31,Jakarta Timur,12434,Susu Kental Bendera 200gr
2024-05-31,Jakarta Timur,11389,Susu Kental Enak 200gr
2024-05-31,Jakarta Timur,13220,Margarin Blueband Cup
2024-05-31,Jakarta Timur,10654,Margarin Blueband Sachet
2024-06-30,Jakarta Pusat,13956,Beras IR I (IR 64)
2024-06-30,Jakarta Pusat,12942,Beras IR II (IR 64) Ramos
2024-06-30,Jakarta Pusat,14525,Beras IR III (IR 64)
2024-06-30,Jakarta Pusat,14433,Beras Muncul I
2024-06-30,Jakarta Pusat,14789,Beras IR 42/Pera
2024-06-30,Jakarta Pusat,16682,Beras Setra I/Premium
2024-06-30,Jakarta Pusat,16820,Minyak Goreng (Kuning/Curah)
2024-06-30,Jakarta Pusat,52384,Cabe Merah Keriting
2024-06-30,Jakarta Pusat,61929,Cabe Merah Besar (TW)
2024-06-30,Jakarta Pusat,47970,Cabe Rawit Merah
2024-06-30,Jakarta Pusat,48198,Cabe Rawit Hijau
2024-06-30,Jakarta Pusat,48907,Bawang Merah
2024-06-30,Jakarta Pusat,43526,Bawang Putih
2024-06-30,Jakarta Pusat,139519,Daging Sapi Has (Paha Belakang)
2024-06-30,Jakarta Pusat,138293,Daging Sapi Murni (Semur)
2024-06-30,Jakarta Pusat,41697,Ayam Broiler/Ras
2024-06-30,Jakarta Pusat,29471,Telur Ayam Ras
2024-06-30,Jakarta Pusat,17210,Gula Pasir
2024-06-30,Jakarta Pusat,10418,Tepung Terigu
2024-06-30,Jakarta Pusat,3242,Garam Dapur
2024-06-30,Jakarta Pusat,20210,Kentang (sedang)
2024-06-30,Jakarta Pusat,19232,Tomat Buah
2024-06-30,Jakarta Pusat,9622,Kelapa Kupas
2024-06-30,Jakarta Barat,14001,Beras IR II (IR 64) Ramos
2024-06-30,Jakarta Barat,13023,Beras IR III (IR 64)
2024-06-30,Jakarta Barat,16000,Beras Muncul I
2024-06-30,Jakarta Barat,15561,Beras IR 42/Pera
2024-06-30,Jakarta Barat,15022,Beras Setra I/Premium
2024-06-30,Jakarta Barat,17256,Minyak Goreng (Kuning/Curah)
2024-06-30,Jakarta Barat,51941,Cabe Merah Keriting
2024-06-30,Jakarta Barat,62067,Cabe Merah Besar (TW)
2024-06-30,Jakarta Barat,43751,Cabe Rawit Merah
2024-06-30,Jakarta Barat,51119,Cabe Rawit Hijau
2024-06-30,Jakarta Barat,46282,Bawang Merah
2024-06-30,Jakarta Barat,44292,Bawang Putih
2024-06-30,Jakarta Barat,144632,Daging Sapi Has (Paha Belakang)
2024-06-30,Jakarta Barat,137669,Daging Sapi Murni (Semur)
2024-06-30,Jakarta Barat,38019,Ayam Broiler/Ras
2024-06-30,Jakarta Barat,29046,Telur Ayam Ras
2024-06-30,Jakarta Barat,18985,Gula Pasir
2024-06-30,Jakarta Barat,11732,Tepung Terigu
2024-06-30,Jakarta Barat,4394,Garam Dapur
2024-06-30,Jakarta Barat,21677,Kentang (sedang)
2024-06-30,Jakarta Barat,17457,Tomat Buah
2024-06-30,Jakarta Barat,9361,Kelapa Kupas
2024-06-30,Jakarta Barat,11149,Semangka
2024-06-30,Jakarta Barat,26724,Jeruk Medan
2024-06-30,Jakarta Barat,150000,Daging Kambing
2024-06-30,Jakarta Barat,112191,Daging Babi Berlemak
2024-06-30,Jakarta Barat,42186,Ikan Bandeng (sedang)
2024-06-30,Jakarta Barat,38958,Ikan Mas
2024-06-30,Jakarta Barat,28967,Ikan Lele
2024-06-30,Jakarta Barat,22261,Gas Elpiji 3kg
2024-06-30,Jakarta Barat,28428,Susu Bubuk Bendera 400gr
2024-06-30,Jakarta Barat,45000,Susu Bubuk Dancow 400gr
2024-06-30,Jakarta Barat,13270,Susu Kental Bendera 200gr
2024-06-30,Jakarta Barat,12197,Susu Kental Enak 200gr
2024-06-30,Jakarta Barat,14944,Margarin Blueband Cup
2024-06-30,Jakarta Barat,9639,Margarin Blueband Sachet
2024-06-30,Jakarta Selatan,14357,Beras IR I (IR 64)
2024-06-30,Jakarta Selatan,14081,Beras IR II (IR 64) Ramos
2024-06-30,Jakarta Selatan,13147,Beras IR III (IR 64)
2024-06-30,Jakarta Selatan,16081,Beras Muncul I
2024-06-30,Jakarta Selatan,15126,Beras IR 42/Pera
2024-06-30,Jakarta Selatan,14680,Beras Setra I/Premium
2024-06-30,Jakarta Selatan,17076,Minyak Goreng (Kuning/Curah)
2024-06-30,Jakarta Selatan,54357,Cabe Merah Keriting
2024-06-30,Jakarta Selatan,69960,Cabe Merah Besar (TW)
2024-06-30,Jakarta Selatan,45402,Cabe Rawit Merah
2024-06-30,Jakarta Selatan,53359,Cabe Rawit Hijau
2024-06-30,Jakarta Selatan,46955,Bawang Merah
2024-06-30,Jakarta Selatan,47150,Bawang Putih
2024-06-30,Jakarta Selatan,139143,Daging Sapi Has (Paha Belakang)
2024-06-30,Jakarta Selatan,136662,Daging Sapi Murni (Semur)
2024-06-30,Jakarta Selatan,42064,Ayam Broiler/Ras
2024-06-30,Jakarta Pusat,12056,Semangka
2024-06-30,Jakarta Pusat,32725,Jeruk Medan
2024-06-30,Jakarta Pusat,141763,Daging Kambing
2024-06-30,Jakarta Pusat,106222,Daging Babi Berlemak
2024-06-30,Jakarta Pusat,43208,Ikan Bandeng (sedang)
2024-06-30,Jakarta Pusat,39256,Ikan Mas
2024-06-30,Jakarta Pusat,26259,Ikan Lele
2024-06-30,Jakarta Pusat,20958,Gas Elpiji 3kg
2024-06-30,Jakarta Pusat,45000,Susu Bubuk Bendera 400gr
2024-06-30,Jakarta Pusat,42000,Susu Bubuk Dancow 400gr
2024-06-30,Jakarta Pusat,12508,Susu Kental Bendera 200gr
2024-06-30,Jakarta Pusat,10715,Susu Kental Enak 200gr
2024-06-30,Jakarta Pusat,15200,Margarin Blueband Cup
2024-06-30,Jakarta Pusat,10099,Margarin Blueband Sachet
2024-06-30,Jakarta Utara,14660,Beras IR I (IR 64)
2024-06-30,Jakarta Utara,15958,Beras IR II (IR 64) Ramos
2024-06-30,Jakarta Utara,12972,Beras IR III (IR 64)
2024-06-30,Jakarta Utara,15522,Beras Muncul I
2024-06-30,Jakarta Utara,15231,Beras IR 42/Pera
2024-06-30,Jakarta Utara,16162,Beras Setra I/Premium
2024-06-30,Jakarta Utara,16706,Minyak Goreng (Kuning/Curah)
2024-06-30,Jakarta Utara,59259,Cabe Merah Keriting
2024-06-30,Jakarta Utara,68158,Cabe Merah Besar (TW)
2024-06-30,Jakarta Utara,51826,Cabe Rawit Merah
2024-06-30,Jakarta Utara,54180,Cabe Rawit Hijau
2024-06-30,Jakarta Utara,54084,Bawang Merah
2024-06-30,Jakarta Utara,46578,Bawang Putih
2024-06-30,Jakarta Utara,146861,Daging Sapi Has (Paha Belakang)
2024-06-30,Jakarta Utara,144308,Daging Sapi Murni (Semur)
2024-06-30,Jakarta Utara,42475,Ayam Broiler/Ras
2024-06-30,Jakarta Utara,30288,Telur Ayam Ras
2024-06-30,Jakarta Utara,18075,Gula Pasir
2024-06-30,Jakarta Utara,11606,Tepung Terigu
2024-06-30,Jakarta Utara,3884,Garam Dapur
2024-06-30,Jakarta Utara,22265,Kentang (sedang)
2024-06-30,Jakarta Utara,20226,Tomat Buah
2024-06-30,Jakarta Utara,10547,Kelapa Kupas
2024-06-30,Jakarta Utara,12819,Semangka
2024-06-30,Jakarta Utara,37016,Jeruk Medan
2024-06-30,Jakarta Utara,141293,Daging Kambing
2024-06-30,Jakarta Utara,105374,Daging Babi Berlemak
2024-06-30,Jakarta Utara,43777,Ikan Bandeng (sedang)
2024-06-30,Jakarta Utara,38938,Ikan Mas
2024-06-30,Jakarta Utara,29861,Ikan Lele
2024-06-30,Jakarta Utara,21190,Gas Elpiji 3kg
2024-06-30,Jakarta Utara,46977,Susu Bubuk Bendera 400gr
2024-06-30,Jakarta Utara,50132,Susu Bubuk Dancow 400gr
2024-06-30,Jakarta Utara,15799,Susu Kental Bendera 200gr
2024-06-30,Jakarta Utara,11927,Susu Kental Enak 200gr
2024-06-30,Jakarta Utara,17641,Margarin Blueband Cup
2024-06-30,Jakarta Utara,12356,Margarin Blueband Sachet
2024-06-30,Jakarta Barat,14899,Beras IR I (IR 64)
2024-04-30,Jakarta Selatan,20957,Kentang (sedang)
2024-04-30,Jakarta Selatan,26946,Tomat Buah
2024-04-30,Jakarta Selatan,10145,Kelapa Kupas
2024-04-30,Jakarta Selatan,12239,Semangka
2024-04-30,Jakarta Selatan,30838,Jeruk Medan
2024-04-30,Jakarta Selatan,149935,Daging Kambing
2024-04-30,Jakarta Selatan,138466,Daging Babi Berlemak
2024-04-30,Jakarta Selatan,39977,Ikan Bandeng (sedang)
2024-04-30,Jakarta Selatan,39402,Ikan Mas
2024-04-30,Jakarta Selatan,29052,Ikan Lele
2024-04-30,Jakarta Selatan,20640,Gas Elpiji 3kg
2024-04-30,Jakarta Selatan,23500,Susu Bubuk Bendera 400gr
2024-04-30,Jakarta Selatan,46868,Susu Bubuk Dancow 400gr
2024-04-30,Jakarta Selatan,12665,Susu Kental Bendera 200gr
2024-04-30,Jakarta Selatan,11723,Susu Kental Enak 200gr
2024-04-30,Jakarta Selatan,16643,Margarin Blueband Cup
2024-04-30,Jakarta Selatan,10799,Margarin Blueband Sachet
2024-04-30,Jakarta Timur,14528,Beras IR I (IR 64)
2024-04-30,Jakarta Timur,14225,Beras IR II (IR 64) Ramos
2024-04-30,Jakarta Timur,13928,Beras IR III (IR 64)
2024-04-30,Jakarta Timur,15440,Beras Muncul I
2024-04-30,Jakarta Timur,15503,Beras IR 42/Pera
2024-04-30,Jakarta Timur,15835,Beras Setra I/Premium
2024-04-30,Jakarta Timur,16392,Minyak Goreng (Kuning/Curah)
2024-04-30,Jakarta Timur,50172,Cabe Merah Keriting
2024-04-30,Jakarta Timur,71719,Cabe Merah Besar (TW)
2024-04-30,Jakarta Timur,51958,Cabe Rawit Merah
2024-04-30,Jakarta Timur,47120,Cabe Rawit Hijau
2024-04-30,Jakarta Timur,53714,Bawang Merah
2024-04-30,Jakarta Timur,45117,Bawang Putih
2024-04-30,Jakarta Timur,145546,Daging Sapi Has (Paha Belakang)
2024-04-30,Jakarta Timur,139301,Daging Sapi Murni (Semur)
2024-04-30,Jakarta Timur,40928,Ayam Broiler/Ras
2024-04-30,Jakarta Timur,29474,Telur Ayam Ras
2024-04-30,Jakarta Timur,16653,Gula Pasir
2024-04-30,Jakarta Timur,10495,Tepung Terigu
2024-04-30,Jakarta Timur,3350,Garam Dapur
2024-04-30,Jakarta Timur,18658,Kentang (sedang)
2024-04-30,Jakarta Timur,22653,Tomat Buah
2024-04-30,Jakarta Timur,10060,Kelapa Kupas
2024-04-30,Jakarta Timur,10412,Semangka
2024-04-30,Jakarta Timur,27073,Jeruk Medan
2024-04-30,Jakarta Timur,144914,Daging Kambing
2024-04-30,Jakarta Timur,98471,Daging Babi Berlemak
2024-04-30,Jakarta Timur,41938,Ikan Bandeng (sedang)
2024-04-30,Jakarta Timur,37989,Ikan Mas
2024-04-30,Jakarta Timur,27827,Ikan Lele
2024-04-30,Jakarta Timur,20745,Gas Elpiji 3kg
2024-04-30,Jakarta Timur,44693,Susu Bubuk Bendera 400gr
2024-04-30,Jakarta Timur,45340,Susu Bubuk Dancow 400gr
2024-04-30,Jakarta Timur,12280,Susu Kental Bendera 200gr
2024-04-30,Jakarta Timur,11177,Susu Kental Enak 200gr
2024-04-30,Jakarta Timur,13299,Margarin Blueband Cup
2024-04-30,Jakarta Timur,10239,Margarin Blueband Sachet
2024-05-31,Jakarta Pusat,14849,Beras IR I (IR 64)
2024-05-31,Jakarta Pusat,14279,Beras IR II (IR 64) Ramos
2024-05-31,Jakarta Pusat,13693,Beras IR III (IR 64)
2024-05-31,Jakarta Pusat,14185,Beras Muncul I
2024-05-31,Jakarta Pusat,14943,Beras IR 42/Pera
2024-05-31,Jakarta Pusat,14413,Beras Setra I/Premium
2024-05-31,Jakarta Pusat,17403,Minyak Goreng (Kuning/Curah)
2024-05-31,Jakarta Pusat,54223,Cabe Merah Keriting
2024-05-31,Jakarta Pusat,72282,Cabe Merah Besar (TW)
2024-05-31,Jakarta Pusat,45766,Cabe Rawit Merah
2024-05-31,Jakarta Pusat,54203,Cabe Rawit Hijau
2024-05-31,Jakarta Pusat,59819,Bawang Merah
2024-05-31,Jakarta Pusat,48067,Bawang Putih
2024-05-31,Jakarta Pusat,144274,Daging Sapi Has (Paha Belakang)
2024-05-31,Jakarta Pusat,138048,Daging Sapi Murni (Semur)
2024-05-31,Jakarta Pusat,41349,Ayam Broiler/Ras
2024-05-31,Jakarta Pusat,29675,Telur Ayam Ras
2024-05-31,Jakarta Pusat,15868,Gula Pasir
2024-05-31,Jakarta Pusat,11429,Tepung Terigu
2024-05-31,Jakarta Pusat,3733,Garam Dapur
2024-05-31,Jakarta Pusat,19757,Kentang (sedang)
2024-05-31,Jakarta Pusat,25807,Tomat Buah
2024-05-31,Jakarta Pusat,10519,Kelapa Kupas
2024-05-31,Jakarta Pusat,11389,Semangka
2024-05-31,Jakarta Pusat,31000,Jeruk Medan
2024-05-31,Jakarta Pusat,142957,Daging Kambing
2024-05-31,Jakarta Pusat,121236,Daging Babi Berlemak
2024-05-31,Jakarta Pusat,46572,Ikan Bandeng (sedang)
2024-05-31,Jakarta Pusat,37618,Ikan Mas
2024-05-31,Jakarta Pusat,27102,Ikan Lele
2024-05-31,Jakarta Pusat,22185,Gas Elpiji 3kg
2024-05-31,Jakarta Pusat,43080,Susu Bubuk Bendera 400gr
2024-05-31,Jakarta Pusat,40880,Susu Bubuk Dancow 400gr
2024-05-31,Jakarta Pusat,12519,Susu Kental Bendera 200gr
2024-05-31,Jakarta Pusat,10395,Susu Kental Enak 200gr
2024-05-31,Jakarta Pusat,15161,Margarin Blueband Cup
2024-05-31,Jakarta Pusat,10328,Margarin Blueband Sachet
2024-05-31,Jakarta Utara,15712,Beras IR I (IR 64)
2024-05-31,Jakarta Utara,15030,Beras IR II (IR 64) Ramos
2024-05-31,Jakarta Utara,14147,Beras IR III (IR 64)
2024-05-31,Jakarta Utara,16181,Beras Muncul I
2024-05-31,Jakarta Utara,17835,Beras IR 42/Pera
2024-05-31,Jakarta Utara,16562,Beras Setra I/Premium
2024-05-31,Jakarta Utara,18227,Minyak Goreng (Kuning/Curah)
2024-05-31,Jakarta Utara,58345,Cabe Merah Keriting
2024-05-31,Jakarta Utara,71521,Cabe Merah Besar (TW)
2024-05-31,Jakarta Utara,54357,Cabe Rawit Merah
2024-05-31,Jakarta Utara,51881,Cabe Rawit Hijau
2024-05-31,Jakarta Utara,61226,Bawang Merah
2024-05-31,Jakarta Utara,47968,Bawang Putih
2024-05-31,Jakarta Utara,150889,Daging Sapi Has (Paha Belakang)
2024-05-31,Jakarta Utara,145138,Daging Sapi Murni (Semur)
2024-05-31,Jakarta Utara,44567,Ayam Broiler/Ras
2024-05-31,Jakarta Utara,31892,Telur Ayam Ras
2024-05-31,Jakarta Utara,19260,Gula Pasir
2024-05-31,Jakarta Utara,11816,Tepung Terigu
2024-05-31,Jakarta Utara,3578,Garam Dapur
2024-05-31,Jakarta Utara,22214,Kentang (sedang)
2024-05-31,Jakarta Utara,23969,Tomat Buah
2024-05-31,Jakarta Utara,10478,Kelapa Kupas
2024-05-31,Jakarta Utara,13027,Semangka
2024-05-31,Jakarta Utara,37013,Jeruk Medan
2024-05-31,Jakarta Utara,132678,Daging Kambing
2024-05-31,Jakarta Utara,114314,Daging Babi Berlemak
2024-05-31,Jakarta Utara,41856,Ikan Bandeng (sedang)
2024-05-31,Jakarta Utara,37352,Ikan Mas
2024-05-31,Jakarta Utara,28793,Ikan Lele
2024-05-31,Jakarta Utara,20500,Gas Elpiji 3kg
2024-05-31,Jakarta Utara,47500,Susu Bubuk Bendera 400gr
2024-05-31,Jakarta Utara,50033,Susu Bubuk Dancow 400gr
2024-05-31,Jakarta Utara,15123,Susu Kental Bendera 200gr
2024-05-31,Jakarta Utara,11079,Susu Kental Enak 200gr
2024-05-31,Jakarta Utara,18350,Margarin Blueband Cup
2024-05-31,Jakarta Utara,12591,Margarin Blueband Sachet
2024-05-31,Jakarta Barat,14778,Beras IR I (IR 64)
2024-05-31,Jakarta Barat,13900,Beras IR II (IR 64) Ramos
2024-05-31,Jakarta Barat,12942,Beras IR III (IR 64)
2024-05-31,Jakarta Barat,16000,Beras Muncul I
2024-05-31,Jakarta Barat,15601,Beras IR 42/Pera
2024-05-31,Jakarta Barat,14876,Beras Setra I/Premium
2024-05-31,Jakarta Barat,17411,Minyak Goreng (Kuning/Curah)
2024-05-31,Jakarta Barat,50658,Cabe Merah Keriting
2024-05-31,Jakarta Barat,67240,Cabe Merah Besar (TW)
2024-05-31,Jakarta Barat,41641,Cabe Rawit Merah
2024-05-31,Jakarta Barat,45565,Cabe Rawit Hijau
2024-05-31,Jakarta Barat,57680,Bawang Merah
2024-05-31,Jakarta Barat,47058,Bawang Putih
2024-05-31,Jakarta Barat,144255,Daging Sapi Has (Paha Belakang)
2024-05-31,Jakarta Barat,137618,Daging Sapi Murni (Semur)
2024-05-31,Jakarta Barat,41147,Ayam Broiler/Ras
2024-05-31,Jakarta Barat,30598,Telur Ayam Ras
2024-05-31,Jakarta Barat,19308,Gula Pasir
2024-05-31,Jakarta Barat,11724,Tepung Terigu
2024-05-31,Jakarta Barat,4153,Garam Dapur
2024-05-31,Jakarta Barat,19135,Kentang (sedang)
2024-05-31,Jakarta Barat,23799,Tomat Buah
2024-05-31,Jakarta Barat,8997,Kelapa Kupas
2024-05-31,Jakarta Barat,10806,Semangka
2024-05-31,Jakarta Barat,26564,Jeruk Medan
2024-05-31,Jakarta Barat,150000,Daging Kambing
2024-05-31,Jakarta Barat,112962,Daging Babi Berlemak
2024-05-31,Jakarta Barat,41479,Ikan Bandeng (sedang)
2024-05-31,Jakarta Barat,38775,Ikan Mas
2024-05-31,Jakarta Selatan,11617,Susu Kental Enak 200gr
2024-05-31,Jakarta Selatan,16901,Margarin Blueband Cup
2024-05-31,Jakarta Selatan,10993,Margarin Blueband Sachet
2024-05-31,Jakarta Timur,14112,Beras IR I (IR 64)
2024-05-31,Jakarta Timur,13634,Beras IR II (IR 64) Ramos
2024-05-31,Jakarta Timur,13060,Beras IR III (IR 64)
2024-05-31,Jakarta Timur,14774,Beras Muncul I
2024-05-31,Jakarta Timur,14831,Beras IR 42/Pera
2024-05-31,Jakarta Timur,15548,Beras Setra I/Premium
2024-05-31,Jakarta Timur,16672,Minyak Goreng (Kuning/Curah)
2024-05-31,Jakarta Barat,29112,Ikan Lele
2024-05-31,Jakarta Barat,22424,Gas Elpiji 3kg
2024-05-31,Jakarta Barat,29050,Susu Bubuk Bendera 400gr
2024-05-31,Jakarta Barat,44407,Susu Bubuk Dancow 400gr
2024-05-31,Jakarta Barat,13432,Susu Kental Bendera 200gr
2024-05-31,Jakarta Barat,12251,Susu Kental Enak 200gr
2024-05-31,Jakarta Barat,14118,Margarin Blueband Cup
2024-05-31,Jakarta Barat,10146,Margarin Blueband Sachet
2024-05-31,Jakarta Selatan,14620,Beras IR I (IR 64)
2024-05-31,Jakarta Selatan,14042,Beras IR II (IR 64) Ramos
2024-05-31,Jakarta Selatan,13439,Beras IR III (IR 64)
2024-05-31,Jakarta Selatan,15643,Beras Muncul I
2024-05-31,Jakarta Selatan,15199,Beras IR 42/Pera
2024-05-31,Jakarta Selatan,14988,Beras Setra I/Premium
2024-05-31,Jakarta Selatan,16860,Minyak Goreng (Kuning/Curah)
2024-05-31,Jakarta Selatan,56669,Cabe Merah Keriting
2024-05-31,Jakarta Selatan,73165,Cabe Merah Besar (TW)
2024-05-31,Jakarta Selatan,49631,Cabe Rawit Merah
2024-05-31,Jakarta Selatan,49806,Cabe Rawit Hijau
2024-05-31,Jakarta Selatan,57840,Bawang Merah
2024-05-31,Jakarta Selatan,50338,Bawang Putih
2024-05-31,Jakarta Selatan,140658,Daging Sapi Has (Paha Belakang)
2024-05-31,Jakarta Selatan,137673,Daging Sapi Murni (Semur)
2024-05-31,Jakarta Selatan,42500,Ayam Broiler/Ras
2024-05-31,Jakarta Selatan,29784,Telur Ayam Ras
2024-05-31,Jakarta Selatan,17369,Gula Pasir
2024-05-31,Jakarta Selatan,11380,Tepung Terigu
2024-05-31,Jakarta Selatan,3679,Garam Dapur
2024-05-31,Jakarta Selatan,20671,Kentang (sedang)
2024-05-31,Jakarta Selatan,25636,Tomat Buah
2024-05-31,Jakarta Selatan,10416,Kelapa Kupas
2024-05-31,Jakarta Selatan,12617,Semangka
2024-05-31,Jakarta Selatan,30981,Jeruk Medan
2024-05-31,Jakarta Selatan,146587,Daging Kambing
2024-05-31,Jakarta Selatan,140000,Daging Babi Berlemak
2024-05-31,Jakarta Selatan,40840,Ikan Bandeng (sedang)
2024-05-31,Jakarta Selatan,40053,Ikan Mas
2024-05-31,Jakarta Selatan,29279,Ikan Lele
2024-05-31,Jakarta Selatan,21440,Gas Elpiji 3kg
2024-05-31,Jakarta Selatan,47400,Susu Bubuk Dancow 400gr
2024-05-31,Jakarta Selatan,12980,Susu Kental Bendera 200gr
2024-06-30,Jakarta Selatan,29168,Telur Ayam Ras
2024-06-30,Jakarta Selatan,18275,Gula Pasir
2024-06-30,Jakarta Selatan,11088,Tepung Terigu
2024-06-30,Jakarta Selatan,4001,Garam Dapur
2024-06-30,Jakarta Selatan,22224,Kentang (sedang)
2024-06-30,Jakarta Selatan,19689,Tomat Buah
2024-06-30,Jakarta Selatan,10243,Kelapa Kupas
2024-06-30,Jakarta Selatan,12562,Semangka
2024-06-30,Jakarta Selatan,32972,Jeruk Medan
2024-06-30,Jakarta Selatan,149282,Daging Kambing
2024-06-30,Jakarta Selatan,136250,Daging Babi Berlemak
2024-06-30,Jakarta Selatan,39302,Ikan Bandeng (sedang)
2024-06-30,Jakarta Selatan,38880,Ikan Mas
2024-06-30,Jakarta Selatan,28325,Ikan Lele
2024-06-30,Jakarta Selatan,21366,Gas Elpiji 3kg
2024-06-30,Jakarta Selatan,0,Susu Bubuk Bendera 400gr
2024-06-30,Jakarta Selatan,42908,Susu Bubuk Dancow 400gr
